correction_id,change_kind,source_id,target_id,description,evidence,status
correction.o009.random.markov.general.finite-dimensional-differential-law,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the declared initial law in differential notation.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.finite-dimensional-initial-measure,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the declared initial law in the two-time distribution.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.finite-memory-positive-length,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Require a positive number of remembered states.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.full-information-filtration-name,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,"Distinguish the full-information filtration from the usual trivial filtration {empty set, Omega}.",authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.full-information-filtration-tail-name,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the corrected full-information name consistently through the end of the paragraph.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.gaussian-kernel-at-time-zero,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Represent time zero by the identity kernel rather than a nonexistent Lebesgue density.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.gaussian-semigroup-kernel-notation,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,State the time-zero semigroup in terms of kernels; only positive-time Gaussian members have Lebesgue densities.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.harmonic-function-domain,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Keep harmonic functions inside the bounded-function domain of the transition operators.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.homogeneity-consistent-transition-kernels,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Define homogeneity through consistent all-state kernels instead of pointwise conditioning on possibly null events.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.increment-density-reference-scope,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,State the reference-measure and support conditions behind translated densities.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.increment-density-semigroup-time-zero-scope,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,State the all-time convolution identity for measures and only assert a density identity when all densities exist.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.kolmogorov-construction-standard-borel-scope,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,State a standard-Borel hypothesis for Kolmogorov extension.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.levy-process-convention,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,"Use the standard continuous-time, stochastic-continuity, and initial-state convention for Lévy processes.",authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.levy-weak-continuity,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Specify continuous time and weak convergence to the point mass at zero.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.ode-feller-c0-argument,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Justify the C0-preserving Feller property rather than inferring it from pointwise continuity alone.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.ode-state-domain,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the declared real state space in the deterministic flow example.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.ode-transition-operator-real-domain,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the real state space declared by the ODE example in the transition-operator formula.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.poisson-transition-support,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Define the Poisson mass for negative differences and at time zero.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.product-sigma-algebra-parenthesis,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Remove the extra parenthesis in the product sigma-algebra condition.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.product-state-space-parenthesis,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Close the product measurable-space pair correctly.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.random-clock-kernel-and-markov-proof,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Add joint measurability and kernel hypotheses and prove the Markov property for the random-clock enlargement.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.random-walk-real-density-domain,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the real domain for the partial-sum transition density.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.random-walk-real-n-step-domain,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the real state space consistently in the n-step random-walk kernel.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.random-walk-real-state-space,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the real state space declared by the partial-sum construction.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.state-space-dimension-index,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,"Use a positive integer, rather than a state-space element, for the Euclidean dimension.",authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.stationary-increment-continuity-explanation,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Name the precise moment-function regularity used in the continuous-time Cauchy argument.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.stationary-increment-moment-regularity,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Add the regularity needed to turn continuous-time Cauchy equations into linear functions.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.stationary-increment-variance-range,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Allow deterministic initial states and increments with zero variance.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.stationary-increment-variance-slope,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Allow the zero-variance increment case.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.stationary-increments-additive-state-scope,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,State the additive closure and increment-support assumptions required by the convolution formulas.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.stopped-state-notation,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Use the stopped state rather than the process-vector macro.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.stopping-sigma-algebra-localization,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Localize the remaining English quantifier inside the stopping-time sigma-algebra display.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.stopping-time-symbol,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Remove stray parentheses around the stopping time.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.strong-markov-feller-version,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Close the malformed set and state the path and filtration hypotheses for the strong Markov conclusion.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.transition-density-chapman-kolmogorov,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Put s+t on the left and state the almost-everywhere scope of density identities.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.transition-density-composition-scope,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,State Chapman-Kolmogorov for exactly the times whose kernels possess reference-measure densities.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.transition-density-consequence-scope,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Require absolute continuity rather than merely the existence of a reference measure.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.transition-density-positive-time-scope,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Do not assume a reference-measure density at time zero or at every time without absolute continuity.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.transition-kernel-version-scope,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Separate almost-everywhere regular conditional laws from an all-state Markov transition function.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.transition-result-label,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Refer to the preceding result rather than calling it an exercise.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.markov.general.two-step-kernel-hypothesis,source-content-repair,unit.o009.random.markov.general,unit.o009.random.markov.general,Require the two-state conditional rule to be a measurable probability kernel.,authority/random/static/markov/General.html; build/site/markov/General.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.continuous-time-path-regularity,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Add the path regularity needed for an all-real-time reverse-martingale limit; fixed-time versions alone do not control continuous-time paths.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.de-finetti-bit-string-index,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,"Sum the defined bit-string coordinates x_1 through x_n, not an undefined x_0.",authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.de-finetti-conditional-mean-scale,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Restore the n/m conditional-mean scale and make the positive-index theorem invocation explicit.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.de-finetti-doob-construction-reference,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Cite the result that constructs conditional-expectation reverse martingales.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.de-finetti-final-conditioning-tower,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Use the tower property to pass from conditioning on G_infinity to conditioning on P and remove the stale limit phrase.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.de-finetti-final-index-set-comma,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Restore the missing separator before the final index in the finite-dimensional argument.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.de-finetti-first-doob-conditioning-field,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,"Condition the indicator on G_m, the field that varies with m, and abbreviate the event for a readable display.",authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.de-finetti-hypergeometric-null-events,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Qualify the elementary conditional hypergeometric law on non-null totals.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.de-finetti-integrability-index,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,State integrability explicitly on the positive index set where M_n is defined.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.de-finetti-positive-probability-conditioning,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Condition only on totals with positive probability in the elementary finite calculation.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.de-finetti-tail-field-index,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Start the intersection where the de Finetti proof actually defines G_n.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.downcrossing-expectation-macro,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Use the page's defined expectation macro in the downcrossing bound.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.downcrossing-limit-direction,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,"Send the expanding positive-time horizon to positive infinity, not negative infinity.",authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.favicon-svg-mime,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Use the registered SVG media type for the local favicon.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.finite-horizon-upcrossing-terminal-variable,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Use the defined finite-horizon process X^t at its terminal time.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.finite-reversal-filtration-mathscr,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Replace the undefined scr command in the finite-horizon reversal proof.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.general-de-finetti-scope,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,State the standard-Borel scope of the general representation and restrict arithmetic sample means to integrable real-valued variables.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.hypergeometric-limit-localization,deterministic-output,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Translate the prose connector retained inside the source TeX and tighten the display without changing its mathematics.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.lp-jensen-parenthesis,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Close the inner conditional expectation before closing the outer expectation.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.mixture-product-space-comma,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Separate the carrier space from its product sigma-algebra.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.negative-time-filtration-mathscr,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Replace the undefined scr command in the negative-time filtration proof.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.slln-decreasing-family-positive-index,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Define the decreasing family on the same positive index set as the sample-mean process.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.slln-filtration-positive-index,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Keep the SLLN reverse filtration and sample means on a common positive-integer index set.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.slln-positive-index-shift,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Make the positive-index reverse martingale an explicit index shift before invoking the theorem stated on N.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.slln-sum-expectation-macro,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,Use the defined expectation macro in the exchangeability calculation.,authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.backwards.terminal-limit-identification-and-markup,source-content-repair,unit.o009.random.martingales.backwards,unit.o009.random.martingales.backwards,"Remove the parser-created empty paragraph, prove terminal measurability, and use established L1 convergence instead of an unavailable dominator.",authority/random/static/martingales/Backwards.html; build/site/martingales/Backwards.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.beta-bernoulli-sample-mean-proof,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Complete the omitted proof that the beta-Bernoulli sample mean shares the martingale limit in both modes.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.branching-limit-claim,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,State the normalized branching-process limit actually supplied by martingale convergence.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.branching-limit-rate-scope,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Remove the unsupported assertion that the normalized branching limit is positive on nonextinction.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.branching-new-information-statement,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,"Describe the normalized martingale convergence actually established, not an unsupported divergence rate.",authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.density-defined-measures,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Use the measures actually defined on the terminal sigma-algebra.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.density-expectation-notation,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Use the defined expectation macro and event separator in the density-martingale proof.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.density-restriction-total-variation-bound,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Bound the variation of each restricted signed measure by the ambient total variation instead of asserting equality.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.density-signed-measure-proof,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Use total variation of each restricted signed measure; ambient Jordan parts need not remain absolutely continuous on coarse sigma-algebras.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.density-sum-mobile-reflow,deterministic-output,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Reflow the density equality chain into readable mobile lines without changing its mathematics.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.doob-heading-visible-reference,source-link-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Supply visible Indonesian text for the heading reference that Basic.js cannot populate.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.dyadic-partition-mobile-reflow,deterministic-output,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Reflow the dyadic-partition set builder for phone readability without changing the set.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.favicon-svg-mime,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Use the registered SVG media type for the local favicon.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.likelihood-ratio-infinite-mean-proof,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Handle an infinite logarithmic mean by truncation and avoid applying logarithmic continuity at zero.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.limit-variable-measurability,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Name the limiting random variable in the measurability conclusion.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.lp-maximal-norm-subscript,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Restore the missing k-norm subscript in the Lp maximal estimate.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.lp-theorem-martingale-hypothesis,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,"Restrict the false general submartingale/supermartingale Lp claim to martingales, for which the cited maximal inequality applies.",authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.measure-interval-argument,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Write the dyadic interval as the argument of the measure.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.partial-product-normalized-domain,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Exclude the undefined X_0/a_0 term from the normalized product sequence.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.partial-product-ratio-scope,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Place the normalization inside the product so the index is bound and the later squared identity follows.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.polya-urn-variable-interpretation,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Correct the meanings of the Pólya-urn draw count and sample proportion.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.simple-walk-convergence-hypothesis-diagnosis,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Explain the failed L1-boundedness hypothesis in both biased and symmetric cases.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.simple-walk-increment-domain,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,"Index the random-walk increments on the positive integers, where their laws are defined.",authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.simple-walk-partial-sum-index,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Make the partial-sum definition consistent with the increment domain and stated mean.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.simple-walk-state-space,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Use the integer state space of the simple symmetric random walk.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.submartingale-expectation-macro,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Use the page's defined expectation macro in the introductory submartingale relation.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.translate-as-in-limit-display,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,Translate the remaining prose connector inside the Lp convergence display.,authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
correction.o009.random.martingales.convergence.uniform-integrability-valid-terminal-proof,source-content-repair,unit.o009.random.martingales.convergence,unit.o009.random.martingales.convergence,"Repair the broken theorem link, use X_infinity in mean convergence, and justify the terminal representation through L1 contraction.",authority/random/static/martingales/Convergence.html; build/site/martingales/Convergence.html; 00_control/UPSTREAM_FINDINGS.md,accepted
